# xi_n [rad/s] | epsilon(i xi_n)
2.428716103903690000e+14 2.635600697786252567e+03
4.857432207807380000e+14 7.373771193620526674e+02
7.286148311711070000e+14 3.453418818128027397e+02
9.714864415614760000e+14 2.016447814371786649e+02
1.214358051951845000e+15 1.332956201605528008e+02
1.457229662342214000e+15 9.545965498833894003e+01
1.700101272732583000e+15 7.231068263445638422e+01
1.942972883122952000e+15 5.710100104314902580e+01
2.185844493513320750e+15 4.655782181903344963e+01
2.428716103903690000e+15 3.893712915644921679e+01
2.671587714294059000e+15 3.324024478879820066e+01
2.914459324684428000e+15 2.886181879991861621e+01
3.157330935074797000e+15 2.541757533468164354e+01
3.400202545465166000e+15 2.265405553087131807e+01
3.643074155855534500e+15 2.039859627725108382e+01
3.885945766245904000e+15 1.853027695623773496e+01
4.128817376636273500e+15 1.696235933432335941e+01
4.371688987026641500e+15 1.563130427747953277e+01
4.614560597417011000e+15 1.448969438370200891e+01
4.857432207807380000e+15 1.350155265067133570e+01
5.100303818197749000e+15 1.263917344320198843e+01
5.343175428588118000e+15 1.188093240736107958e+01
5.586047038978486000e+15 1.120974455089113064e+01
5.828918649368856000e+15 1.061196028053852025e+01
6.071790259759226000e+15 1.007656284488506060e+01
6.314661870149594000e+15 9.594576699322569624e+00
6.557533480539963000e+15 9.158625742321728325e+00
6.800405090930332000e+15 8.762599544577462041e+00
7.043276701320700000e+15 8.401398405119348212e+00
7.286148311711069000e+15 8.070736636112151530e+00
7.529019922101439000e+15 7.766989339641799717e+00
7.771891532491808000e+15 7.487072006101115562e+00
8.014763142882177000e+15 7.228345121312065302e+00
8.257634753272547000e+15 6.988538001839026848e+00
8.500506363662916000e+15 6.765687539656975780e+00
8.743377974053283000e+15 6.558088599734222868e+00
8.986249584443654000e+15 6.364253593896227912e+00
9.229121194834022000e+15 6.182879332044326937e+00
9.471992805224392000e+15 6.012819683540810090e+00
9.714864415614760000e+15 5.853062906890381001e+00
9.957736026005128000e+15 5.702712752899387283e+00
1.020060763639549800e+16 5.560972635499306094e+00
1.044347924678586800e+16 5.427132310037062091e+00
1.068635085717623600e+16 5.300556611773226123e+00
1.092922246756660600e+16 5.180675895481816617e+00
1.117209407795697200e+16 5.066977886269771858e+00
1.141496568834734400e+16 4.959000706410085613e+00
1.165783729873771200e+16 4.856326886406542975e+00
1.190070890912807800e+16 4.758578203179265387e+00
1.214358051951845200e+16 4.665411216082585355e+00
1.238645212990881800e+16 4.576513393902565952e+00
1.262932374029918800e+16 4.491599744157914742e+00
1.287219535068955800e+16 4.410409870819160361e+00
1.311506696107992600e+16 4.332705398650072759e+00
1.335793857147029400e+16 4.258267712296090579e+00
1.360081018186066400e+16 4.186895966418751946e+00
1.384368179225103200e+16 4.118405329936076775e+00
1.408655340264140000e+16 4.052625433041419534e+00
1.432942501303177200e+16 3.989398990349229734e+00
1.457229662342213800e+16 3.928580577425186959e+00
1.481516823381251000e+16 3.870035541236745313e+00
1.505803984420287800e+16 3.813639027818942484e+00
1.530091145459324800e+16 3.759275112778779349e+00
1.554378306498361600e+16 3.706836022232693928e+00
1.578665467537398600e+16 3.656221433445201008e+00
1.602952628576435400e+16 3.607337845861608550e+00
1.627239789615472400e+16 3.560098014444038839e+00
1.651526950654509400e+16 3.514420438261153912e+00
1.675814111693546000e+16 3.470228898175223176e+00
1.700101272732583200e+16 3.427452038238727461e+00
1.724388433771619800e+16 3.386022986075271302e+00
1.748675594810656600e+16 3.345879008092158102e+00
1.772962755849693600e+16 3.306961195868120207e+00
1.797249916888730800e+16 3.269214180490168431e+00
1.821537077927767600e+16 3.232585871988137072e+00
1.845824238966804400e+16 3.197027221341951275e+00
1.870111400005841200e+16 3.162492002821907455e+00
1.894398561044878400e+16 3.128936614671681937e+00
1.918685722083915200e+16 3.096319896362728308e+00
1.942972883122952000e+16 3.064602960840772994e+00
1.967260044161988800e+16 3.033749040354396520e+00
1.991547205201025600e+16 3.003723344604597667e+00
2.015834366240062800e+16 2.974492930086023890e+00
2.040121527279099600e+16 2.946026579606839224e+00
2.064408688318136400e+16 2.918294691077386815e+00
2.088695849357173600e+16 2.891269174749303339e+00
2.112983010396210000e+16 2.864923358168002476e+00
2.137270171435247200e+16 2.839231898173864455e+00
2.161557332474284400e+16 2.814170699351831839e+00
2.185844493513321200e+16 2.789716838386812725e+00
2.210131654552357600e+16 2.765848493833557686e+00
2.234418815591394400e+16 2.742544880855832368e+00
2.258705976630431600e+16 2.719786190530844028e+00
2.282993137669468800e+16 2.697553533351987554e+00
2.307280298708505600e+16 2.675828886596079759e+00
2.331567459747542400e+16 2.654595045251324059e+00
2.355854620786579200e+16 2.633835576228984898e+00
2.380141781825615600e+16 2.613534775606221938e+00
2.404428942864653600e+16 2.593677628669261992e+00
2.428716103903690400e+16 2.574249772546048476e+00
