3.999999999999999819e-07 3.004023544004809260e+08 1.246236427186922915e+07 3.729501008987426758e+00
3.412671409669122889e-07 4.355403288018630743e+08 2.088509592373469099e+07 5.082525491714477539e+00
2.911581537593260652e-07 6.286283015403209925e+08 3.461781521799235046e+07 6.687378644943237305e+00
2.484067767566247171e-07 9.038166126683177948e+08 5.687640340825644881e+07 7.763110160827636719e+00
2.119326762513483303e-07 1.295283958987339735e+09 9.280198521556338668e+07 1.021744704246520996e+01
1.808141462544097542e-07 1.851554926142657042e+09 1.506267140367198288e+08 1.359776306152343750e+01
1.542648168465389215e-07 2.641391866035866261e+09 2.435076766661430299e+08 1.717890787124633789e+01
1.316137824925067313e-07 3.762756067795367718e+09 3.925197472935430408e+08 2.047704720497131348e+01
1.122886481576470995e-07 5.355798031860016823e+09 6.314841281521635056e+08 3.103970932960510254e+01
9.580106479949944936e-08 7.621129886048549652e+09 1.014612025411667109e+09 3.731880998611450195e+01
8.173438871427768565e-08 1.084819646308096886e+10 1.629053167652582645e+09 5.075442695617675781e+01
6.973315288799953886e-08 1.545518647164278603e+10 2.614642059277723312e+09 6.577572202682495117e+01
5.949408429174045796e-08 2.205050659517308807e+10 4.195863833274138451e+09 8.498335790634155273e+01
5.075844012671689481e-08 3.152184464512987518e+10 6.731964834271010399e+09 1.131255836486816406e+02
4.330546935496219649e-08 4.516931410730761719e+10 1.079556762495466614e+10 1.429946453571319580e+02
3.694683428749545611e-08 6.490117194198433685e+10 1.729369809541373825e+10 1.959027945995330811e+02
3.152185126267965874e-08 9.351966895330227661e+10 2.765109567329935837e+10 2.555184421539306641e+02
2.689343014599734446e-08 1.351352886769445038e+11 4.408319255797990417e+10 3.411892046928405762e+02
2.294461004179471931e-08 1.957591681608269653e+11 6.999534745318811035e+10 4.482725455760955811e+02
1.957560367390997948e-08 2.841470679736955566e+11 1.105595723900950623e+11 5.922241108417510986e+02
1.670127574624160514e-08 4.129860158232654419e+11 1.735357933832404480e+11 7.481041553020477295e+02
1.424899156104977197e-08 6.005585625693919678e+11 2.704329724188296204e+11 9.851241788864135742e+02
1.215678152925279479e-08 8.730643196181978760e+11 4.181396808331164551e+11 1.291163188219070435e+03
1.037177518961867120e-08 1.267851970645934814e+12 6.412062455157684326e+11 1.723926634311676025e+03
8.848865164281802229e-09 1.837898018749194824e+12 9.750206797356119385e+11 2.233828516244888306e+03
7.549567288540392806e-09 2.658044908775483887e+12 1.470249499526877197e+12 2.938099433422088623e+03
6.441048110243758402e-09 3.833569099396478027e+12 2.198952971430481201e+12 3.931482491493225098e+03
5.495295183533050390e-09 5.512134950590965820e+12 3.263137550452227539e+12 5.083541459798812866e+03
4.688409190133923286e-09 7.900098584942483398e+12 4.806435658584138672e+12 6.677493517398834229e+03
4.000000000000001076e-09 1.128515857023024609e+13 7.030347091904299805e+12 8.824431755781173706e+03
