3.999999999999999819e-07 3.103814021953306198e+08 1.074896443950885907e+07 4.252501010894775391e+00
3.412671409669122889e-07 4.504232868142514825e+08 1.871284941827570647e+07 5.768453598022460938e+00
2.911581537593260652e-07 6.509356380057536364e+08 3.218885454430944845e+07 7.889069080352783203e+00
2.484067767566247171e-07 9.374284349377686977e+08 5.479746697345013171e+07 8.769357442855834961e+00
2.119326762513483303e-07 1.346189002994871378e+09 9.245321413045740128e+07 1.123443937301635742e+01
1.808141462544097542e-07 1.929007443769711256e+09 1.547879795996304750e+08 1.585144662857055664e+01
1.542648168465389215e-07 2.759665431609001637e+09 2.573854956615658998e+08 2.022554421424865723e+01
1.316137824925067313e-07 3.943790323157804012e+09 4.253804871551706195e+08 2.310557150840759277e+01
1.122886481576470995e-07 5.633119900246104240e+09 6.991682269012460709e+08 3.564605140686035156e+01
9.580106479949944936e-08 8.045463188422453880e+09 1.143218424202906609e+09 4.274913740158081055e+01
8.173438871427768565e-08 1.149528968747222328e+10 1.860078778676450253e+09 5.847826051712036133e+01
6.973315288799953886e-08 1.643600755540134048e+10 3.011501786125544548e+09 7.585527062416076660e+01
5.949408429174045796e-08 2.352355130850696945e+10 4.851093251419836998e+09 9.786317777633666992e+01
5.075844012671689481e-08 3.370562929261076355e+10 7.772703171770994186e+09 1.304390234947204590e+02
4.330546935496219649e-08 4.835056227987786865e+10 1.238207440318854141e+10 1.644745223522186279e+02
3.694683428749545611e-08 6.942938324492456055e+10 1.960060231787899399e+10 2.253323364257812500e+02
3.152185126267965874e-08 9.977119809607008362e+10 3.081314007191367340e+10 2.936473984718322754e+02
2.689343014599734446e-08 1.434190009526390686e+11 4.807564338657475281e+10 3.922925014495849609e+02
2.294461004179471931e-08 2.061196210960890808e+11 7.440246592552151489e+10 5.131414294242858887e+02
1.957560367390997948e-08 2.959998261735230103e+11 1.141621351572583923e+11 6.793337399959564209e+02
1.670127574624160514e-08 4.244894780862194824e+11 1.736172135533146362e+11 8.578685154914855957e+02
1.424899156104977197e-08 6.075865147899106445e+11 2.616614825716231689e+11 1.129734886646270752e+03
1.215678152925279479e-08 8.675876756197448730e+11 3.908258195952382812e+11 1.477435096502304077e+03
1.037177518961867120e-08 1.235460887351057373e+12 5.786541306160175781e+11 1.939567071199417114e+03
8.848865164281802229e-09 1.754092321359490967e+12 8.495836602881365967e+11 2.551619433641433716e+03
7.549567288540392806e-09 2.482765206749746094e+12 1.237538347486930908e+12 3.212992861032485962e+03
6.441048110243758402e-09 3.503265081896706543e+12 1.789460796995233643e+12 4.102287727355957031e+03
5.495295183533050390e-09 4.928355472089722656e+12 2.570219704852327637e+12 5.232442415952682495e+03
4.688409190133923286e-09 6.913291479664961914e+12 3.669272180030080078e+12 7.065130119562149048e+03
4.000000000000001076e-09 9.671792112708978516e+12 5.209912340807595703e+12 9.043537328481674194e+03
