1.000000000000000056e-01 -3.818792669066378154e-01 9.799425363540649414e+00
8.912509381337455072e-02 -4.334545953285501851e-01 1.021720480918884277e+01
7.943282347242813790e-02 -4.914687437204824927e-01 1.146433353424072266e+01
7.079457843841380216e-02 -5.567038790526613878e-01 4.597926449775695801e+01
6.309573444801933051e-02 -6.300378063378001547e-01 5.235175275802612305e+01
5.623413251903491145e-02 -7.124554255635391353e-01 6.314313745498657227e+01
5.011872336272722023e-02 -8.050617687549515011e-01 7.039012265205383301e+01
4.466835921509629964e-02 -9.090965695197681384e-01 8.160994601249694824e+01
3.981071705534973415e-02 -1.025950814206229467e+00 9.610016655921936035e+01
3.548133892335755130e-02 -1.157185237601829231e+00 1.102475578784942627e+02
3.162277660168379134e-02 -1.304550992128499010e+00 1.279375057220458984e+02
2.818382931264453578e-02 -1.470012903473328247e+00 1.449559590816497803e+02
2.511886431509579437e-02 -1.655775525879161325e+00 1.721092710494995117e+02
2.238721138568339902e-02 -1.864312429434160423e+00 3.914825513362884521e+02
1.995262314968878833e-02 -2.098399015456453132e+00 4.560622406005859375e+02
1.778279410038922925e-02 -2.361149357399840110e+00 5.309342277050018311e+02
1.584893192461113431e-02 -2.656057529423890173e+00 6.300926556587219238e+02
1.412537544622754007e-02 -2.987043979815591221e+00 7.583408722877502441e+02
1.258925411794167490e-02 -3.358507574229355974e+00 9.002330873012542725e+02
1.122018454301963036e-02 -3.775383954312711676e+00 5.351531972885131836e+02
1.000000000000000021e-02 -4.243211062143220857e+00 6.393548104763031006e+02
8.912509381337458889e-03 -4.768202632092994442e+00 1.463688558578491211e+03
7.943282347242813790e-03 -5.357330630618661438e+00 1.781131626129150391e+03
7.079457843841373450e-03 -6.018417828336251496e+00 2.089911778211593628e+03
6.309573444801930275e-03 -6.760241566069530528e+00 2.467817125797271729e+03
5.623413251903490971e-03 -7.592650258127084051e+00 2.986334201574325562e+03
5.011872336272724625e-03 -8.526694092316930096e+00 3.581279718637466431e+03
4.466835921509630485e-03 -9.574771655111566915e+00 4.269147134542465210e+03
3.981071705534969078e-03 -1.075079446275371886e+01 5.167370044708251953e+03
3.548133892335753221e-03 -1.207037158944567246e+01 6.105073633909225464e+03
3.162277660168379394e-03 -1.355101676601088023e+01 7.290279409646987915e+03
2.818382931264454792e-03 -1.521238081391408770e+01 8.623007323980331421e+03
2.511886431509579437e-03 -1.707651240989740060e+01 1.024040408301353455e+04
2.238721138568337734e-03 -1.916815063656657259e+01 1.203446302652359009e+04
1.995262314968878920e-03 -2.151505330128053117e+01 1.400988453364372253e+04
1.778279410038922752e-03 -2.414836523638562582e+01 1.660343058609962463e+04
1.584893192461114082e-03 -2.710303162401187649e+01 1.938463129854202271e+04
1.412537544622753964e-03 -3.041826166312770141e+01 4.551813879537582397e+04
1.258925411794166189e-03 -3.413804888941710658e+01 5.233921227145195007e+04
1.122018454301963036e-03 -3.831175490867220645e+01 6.084902277612686157e+04
1.000000000000000021e-03 -4.299476446177074962e+01 5.772803830623626709e+03
8.912509381337449564e-04 -4.824922031584961957e+01 6.884841041088104248e+03
7.943282347242813140e-04 -5.414484784742676027e+01 8.153075793027877808e+03
7.079457843841380172e-04 -6.075988031396055078e+01 9.807997683048248291e+03
6.309573444801929842e-04 -6.818209691345951740e+01 1.161876061892509460e+04
5.623413251903490971e-04 -7.650998763559111637e+01 1.360610207772254944e+04
5.011872336272719854e-04 -8.585406006949631319e+01 1.592180998778343201e+04
4.466835921509630485e-04 -9.633830586682880437e+01 1.890461610889434814e+04
3.981071705534969187e-04 -1.081018460081357091e+02 2.200221998977661133e+04
3.548133892335753221e-04 -1.213007768505154331e+02 2.551918086218833923e+04
3.162277660168379394e-04 -1.361102414149055733e+02 2.972660496783256531e+04
2.818382931264452299e-04 -1.527267535119548540e+02 3.519579807209968567e+04
2.511886431509579545e-04 -1.713708052616149189e+02 4.032621394133567810e+04
2.238721138568337788e-04 -1.922897929499989402e+02 4.717019852566719055e+04
