2.289885278703585880e-01 -6.475541243013469930e-22 1.489231874942779541e+02
1.772975008806337294e-01 -7.718054340412801335e-22 1.939091320037841797e+02
1.372750159619998134e-01 -8.812929370495929745e-22 2.022425849437713623e+02
1.062870593988485268e-01 -9.747299369452655492e-22 2.365402362346649170e+02
8.229421003150015623e-02 -1.052604501287344628e-21 2.682549684047698975e+02
6.371741812232344093e-02 -1.116370087558899102e-21 2.930204472541809082e+02
4.933408280632335663e-02 -1.167891732671128583e-21 3.375702476501464844e+02
3.819758863531958620e-02 -1.209103442393025108e-21 3.471377327442169189e+02
2.957500564632131040e-02 -1.241814501911639573e-21 3.786397800445556641e+02
2.289885278703585741e-02 -1.267625754197239071e-21 4.242447564601898193e+02
