9.090909090909091161e-02 -3.791130055866471782e-01 1.828068799972534180e+02
8.102281255761321910e-02 -4.306313191477991187e-01 2.140440943241119385e+02
7.221165770220740188e-02 -4.885924575829985184e-01 2.480230562686920166e+02
6.435870767128527847e-02 -5.537771236499355876e-01 2.915664272308349609e+02
5.735975858910848102e-02 -6.270625929845831115e-01 3.431836700439453125e+02
5.112193865366809753e-02 -7.094355965696573785e-01 4.125467233657836914e+02
4.556247578429747230e-02 -8.020007779392734903e-01 4.806023399829864502e+02
4.060759928645118338e-02 -9.059957583174126361e-01 5.859587879180908203e+02
3.619156095940884860e-02 -1.022813524780892269e+00 6.926949191093444824e+02
3.225576265759777517e-02 -1.154013799138990493e+00 8.110276539325714111e+02
2.874797872880344510e-02 -1.301347864898312556e+00 9.553989343643188477e+02
2.562166301149503000e-02 -1.466780624742207051e+00 1.128170156478881836e+03
2.283533119554163188e-02 -1.652515767036712102e+00 1.355848642349243164e+03
2.035201035062127184e-02 -1.861027488027390930e+00 1.570566146135330200e+03
1.813874831789889785e-02 -2.095090713682606243e+00 1.851721681356430054e+03
1.616617645489929964e-02 -2.357819607733120826e+00 2.181355268955230713e+03
1.440811993146466630e-02 -2.652708123880537006e+00 2.623062545061111450e+03
1.284125040566139880e-02 -2.983676246304965307e+00 3.100846324682235718e+03
1.144477647085606793e-02 -3.355123132544289621e+00 3.708577235460281372e+03
1.020016776638148215e-02 -3.771984176802146482e+00 4.367164587020874023e+03
9.090909090909090468e-03 -4.239797055205777099e+00 5.202402276277542114e+03
8.102281255761326420e-03 -4.764775828829280080e+00 6.109032077074050903e+03
7.221165770220739494e-03 -5.353891879813130750e+00 7.365238279342651367e+03
6.435870767128521082e-03 -6.014968359751271088e+00 8.632509508848190308e+03
5.735975858910845153e-03 -6.756782208913572063e+00 1.015463629698753357e+04
5.112193865366809579e-03 -7.589181623576227942e+00 1.210249751639366150e+04
4.556247578429749659e-03 -8.523217179948103350e+00 1.427573123764991760e+04
4.060759928645118859e-03 -9.571287319521747605e+00 1.666815247368812561e+04
3.619156095940880783e-03 -1.074730317327628271e+01 1.969672092342376709e+04
3.225576265759775695e-03 -1.206687409778083619e+01 2.295878586006164551e+04
2.874797872880344943e-03 -1.354751356060543799e+01 2.723169512391090393e+04
2.562166301149504475e-03 -1.520887223972507130e+01 3.204670515656471252e+04
2.283533119554162927e-03 -1.707299909102663804e+01 3.729451424574851990e+04
2.035201035062125016e-03 -1.916463300824328897e+01 4.389420129084587097e+04
