2.000000000000000174e-07 6.281522878156006336e+08 5.227230755837694556e+07 5.299128770828247070e+00
1.706335704834561180e-07 9.147090502776936293e+08 8.539858452143569291e+07 7.189418315887451172e+00
1.455790768796630061e-07 1.326899923073580980e+09 1.388789504289207757e+08 9.617778062820434570e+00
1.242033883783123321e-07 1.918938346536202908e+09 2.250579280160688758e+08 1.142240381240844727e+01
1.059663381256741519e-07 2.768741272236207485e+09 3.637773246926637292e+08 1.426264739036560059e+01
9.040707312720487712e-08 3.988841984969000340e+09 5.869855607571254969e+08 2.051496243476867676e+01
7.713240842326946073e-08 5.741773120411922455e+09 9.460047416724761724e+08 2.569899630546569824e+01
6.580689124625335241e-08 8.263816181750375748e+09 1.523343540746720791e+09 2.970656394958496094e+01
5.614432407882354312e-08 1.190018161154044151e+10 2.451553804124787331e+09 4.564804840087890625e+01
4.790053239974971806e-08 1.715550256538458633e+10 3.942466844110832214e+09 5.465324878692626953e+01
4.086719435713884283e-08 2.477195298084003448e+10 6.333666389983263016e+09 7.461980867385864258e+01
3.486657644399976943e-08 3.583934144212005615e+10 1.015825261738992691e+10 9.590056967735290527e+01
2.974704214587022236e-08 5.196094490881746674e+10 1.625165938501954079e+10 1.198672828674316406e+02
2.537922006335844409e-08 7.548776997629328918e+10 2.590801035457555008e+10 1.576837053298950195e+02
2.165273467748109494e-08 1.098563274777657166e+11 4.110883451305883026e+10 2.027346181869506836e+02
1.847341714374772475e-08 1.600662098041013489e+11 6.485126211096046448e+10 2.738525185585021973e+02
1.576092563133982606e-08 2.333512883814786377e+11 1.016141418214755707e+11 3.536791303157806396e+02
1.344671507299867058e-08 3.401198224110209961e+11 1.580156301730903320e+11 4.726676814556121826e+02
1.147230502089735800e-08 4.952613479569745483e+11 2.437337065416971436e+11 6.110296978950500488e+02
9.787801836954989738e-09 7.199706661506146240e+11 3.727956749834135742e+11 8.100930559635162354e+02
8.350637873120802572e-09 1.044272063769667114e+12 5.653716188896171875e+11 1.062379849910736084e+03
7.124495780524889293e-09 1.510520758082127686e+12 8.502695777809807129e+11 1.477085017442703247e+03
6.078390764626395741e-09 2.178243819437809814e+12 1.268394541867637451e+12 1.949701074361801147e+03
5.185887594809334772e-09 3.130827051064042480e+12 1.877535600803687012e+12 2.536460568428039551e+03
4.424432582140901115e-09 4.484711169077693359e+12 2.758956491050527832e+12 3.170851015806198120e+03
3.774783644270195576e-09 6.402107575485290039e+12 4.026516756988098145e+12 4.054303887367248535e+03
3.220524055121878787e-09 9.108341391875986328e+12 5.839109135943994141e+12 5.333124423503875732e+03
2.747647591766525195e-09 1.291591558639108398e+13 8.417920786113607422e+12 6.883612724542617798e+03
2.344204595066961230e-09 1.825716477722375781e+13 1.206983892450719727e+13 9.241576010465621948e+03
2.000000000000000538e-09 2.572949855234721094e+13 1.721987559569531641e+13 1.183811935067176819e+04
