1.000000000000000056e-01 1.897681701342515403e-01 1.879431357872385355e-02 3.908721666772999211e-03 1.056971941828906613e-03 3.240340596531348706e-04 1.065985401227547341e-04 3.664151891904405026e-05 1.296769279668127122e-05 4.683332100591032158e-06 1.716226104002252484e-06 6.357296094287724720e-07 2.374211206355302538e-07 8.923265530570926016e-08 3.370696824569129822e-08 1.278479710349227533e-08 4.865626746586929209e-09 1.857039794924081412e-09 7.104943384740509054e-10 2.724048499169025270e-10 1.046332863670741293e-10 4.025620646311879790e-11 1.551054262746833498e-11 5.983950028075121251e-12 2.311325899614967280e-12 8.937167948927043957e-13 3.459104782407403701e-13 1.340038619626070423e-13 5.195528538764355755e-14 2.015921407023875083e-14 7.827526753759233225e-15 3.041311338121352077e-15 1.182396244488722415e-15 4.599530003042530623e-16 1.790178009421061584e-16 6.971029026938247736e-17 2.715828448664205230e-17 1.058523600081186640e-17 4.127437841235354923e-18 1.610023593582087502e-18 6.282700632864281066e-19 2.459161019325256348e+01
8.912509381337455072e-02 2.141750733176907562e-01 2.177042944289456217e-02 4.699864696856050940e-03 1.328577337014104180e-03 4.276189311231486882e-04 1.480902080362250198e-04 5.368210316808421560e-05 2.006078464917489617e-05 7.657357106757846932e-06 2.967916551276214478e-06 1.163448232366432380e-06 4.600254197655478776e-07 1.831146105492388181e-07 7.327778839481603411e-08 2.945046361948588497e-08 1.187834788766729685e-08 4.805254113509969324e-09 1.948864451517110870e-09 7.921387667904733769e-10 3.225928970751548705e-10 1.315965013985358319e-10 5.376370334244893711e-11 2.199489240610409852e-11 9.009180398766607484e-12 3.694287720252941229e-12 1.516407870074602503e-12 6.230236930192803565e-13 2.561911719808867034e-13 1.054305402604307298e-13 4.341963446277064265e-14 1.789372844293434884e-14 7.378877114509649025e-15 3.044642334645064344e-15 1.256962752049652636e-15 5.191988656815039796e-16 2.145639118533818491e-16 8.871127842123316543e-17 3.669347651924940132e-17 1.518365503886314232e-17 6.285381676985320823e-18 2.671675038337707520e+01
7.943282347242813790e-02 2.415428869750364527e-01 2.512822069118971630e-02 5.610274649701400482e-03 1.651227790416105951e-03 5.556968960444359697e-04 2.017639652973999415e-04 7.681948755817515908e-05 3.019096209653470057e-05 1.213156689339650978e-05 4.953637580472670479e-06 2.046957303709807116e-06 8.535575871629693076e-07 3.584436256603748837e-07 1.513705911366929707e-07 6.421422254564644168e-08 2.734285041664430728e-08 1.167928081677803365e-08 5.002013665396532051e-09 2.147189524790877739e-09 9.235599560580924953e-10 3.979473653506734533e-10 1.717382256556335859e-10 7.421953765994159911e-11 3.211586863192278134e-11 1.391298349835855091e-11 6.033594535716151219e-12 2.619081853869882547e-12 1.137904219471948577e-12 4.947850523366769105e-13 2.153056995132312808e-13 9.375604162303370561e-14 4.085327580694340957e-14 1.781228289438337136e-14 7.770703793797162186e-15 3.391827644571490130e-15 1.481241293151895866e-15 6.471778538737158613e-16 2.828886729300612684e-16 1.237060043799771178e-16 5.411770983989248051e-17 4.241737174987792969e+01
7.079457843841380216e-02 2.722320607319139163e-01 2.891173890854037073e-02 6.653236222439028874e-03 2.031209189617140965e-03 7.119998035105220592e-04 2.699947353632054046e-04 1.075605170028029619e-04 4.428969988378417651e-05 1.866463716228861113e-05 7.999068022995741901e-06 3.471368934238101477e-06 1.520936258391585599e-06 6.713537766197190287e-07 2.980963127307233773e-07 1.329952718311764221e-07 5.956937282525234374e-08 2.676934008741102302e-08 1.206324399372074483e-08 5.449200242386963656e-09 2.466655047984755501e-09 1.118617677372756517e-09 5.081159166600520205e-10 2.311411058559617682e-10 1.052839283595915453e-10 4.801358057020542913e-11 2.191983872190577269e-11 1.001710187553787548e-11 4.581878236349958085e-12 2.097544172280715583e-12 9.609874115948703864e-13 4.405945706216938996e-13 2.021407224172311265e-13 9.279877800346987603e-14 4.262720868727661208e-14 1.959168496680833462e-14 9.009121370820724276e-15 4.144819368052349249e-15 1.907783944506149496e-15 8.785006066230072248e-16 4.047007531510817743e-16 4.728319907188415527e+01
6.309573444801933051e-02 3.066473070421762981e-01 3.317056189456605436e-02 7.843513505694739429e-03 2.475330056308675582e-03 9.005308748873604467e-04 3.553702245305676217e-04 1.476019416858739169e-04 6.345109728215631549e-05 2.794439862004130824e-05 1.252558065150089822e-05 5.688733922825691395e-06 2.609758275159932030e-06 1.206673080908597625e-06 5.614143416075751117e-07 2.625209632608912268e-07 1.232656325162882356e-07 5.807923611654787814e-08 2.744549677661331921e-08 1.300206638981910822e-08 6.173069926219978536e-09 2.936443214367427891e-09 1.399196466550934033e-09 6.677190763024818607e-10 3.190809168254771734e-10 1.526665261623051913e-10 7.312649400536526393e-11 3.506324385313519844e-11 1.682827612393081821e-11 8.083613584341357694e-12 3.886169106963788892e-12 1.869661726045721204e-12 9.001340124762391727e-13 4.336446220476080676e-13 2.090379993282345960e-13 1.008241404593899981e-13 4.865605019390388076e-14 2.349246251614996541e-14 1.134820308896013491e-14 5.484298042681193809e-15 2.651550094352838084e-15 5.068227791786193848e+01
5.623413251903491145e-02 3.452429701549732388e-01 3.796048822955926799e-02 9.197580722931343600e-03 2.991011661779390853e-03 1.125587993189916753e-03 4.606881325530283455e-04 1.988248501180988335e-04 8.893244354221851902e-05 4.079501038051502215e-05 1.906132866852173604e-05 9.030145782223054695e-06 4.323437952592855727e-06 2.087135873122845081e-06 1.014200942795852879e-06 4.954535252076686905e-07 2.430948404252781128e-07 1.197092554383830420e-07 5.913096616973646674e-08 2.928504343629377471e-08 1.453676848969382792e-08 7.230326635001999496e-09 3.602595036029078296e-09 1.797865827331656534e-09 8.984911260562962141e-10 4.495997714395117498e-10 2.252391058943575360e-10 1.129596895913836266e-10 5.670578563878825742e-11 2.849195831364892553e-11 1.432778377872393311e-11 7.210602218128691091e-12 3.631421326754685397e-12 1.830094351270082937e-12 9.228758078151188212e-13 4.656600283759563924e-13 2.350905138421973821e-13 1.187483510246453265e-13 6.001136452313358444e-14 3.034177680917975540e-14 1.534755587380873287e-14 5.827689146995544434e+01
5.011872336272722023e-02 3.885290519347831539e-01 4.334430965160147864e-02 1.073387589983312677e-02 3.586394695891522485e-03 1.391799859028745477e-03 5.889597535955416654e-04 2.632894644788951171e-04 1.221518113396211688e-04 5.818046818978377848e-05 2.824954330538177996e-05 1.391644798788210686e-05 6.932201851004033922e-06 3.483297631512989145e-06 1.762447295571110473e-06 8.967534569614879264e-07 4.583807667803911793e-07 2.352028664818841993e-07 1.210772987628178762e-07 6.250043382203011576e-08 3.234009804783141638e-08 1.676898813258424640e-08 8.711098026892716243e-09 4.532641403784966524e-09 2.361938983536755692e-09 1.232431389204492383e-09 6.438440136655283563e-10 3.367261635568213582e-10 1.762835643517575991e-10 9.237425901013681049e-11 4.844665921258195533e-11 2.542865637785896273e-11 1.335689817373108224e-11 7.020836240169013407e-12 3.692781768344754155e-12 1.943490465395817250e-12 1.023432428452989129e-12 5.392241752919825236e-13 2.842494541247256848e-13 1.499124891294308087e-13 7.909930259697151053e-14 6.427759885787963867e+01
4.466835921509629964e-02 4.370779683500303214e-01 4.939266602007929413e-02 1.247307918991117336e-02 4.270461733261110386e-03 1.704175242141191694e-03 7.434217317469030573e-04 3.432324597085135076e-04 1.646841784958217854e-04 8.120493805424623592e-05 4.085371801088533638e-05 2.086679939932428645e-05 1.078312818506499305e-05 5.623494329731139040e-06 2.954166044205480543e-06 1.561087017003651549e-06 8.289422933820047815e-07 4.419504920784573216e-07 2.364287816847969735e-07 1.268492861739496557e-07 6.822824177813636724e-08 3.677813877300925353e-08 1.986329788941273460e-08 1.074621528860567463e-08 5.822699774986126624e-09 3.159310794576776603e-09 1.716341191588755894e-09 9.334914735489720780e-10 5.082426502454904674e-10 2.769808388345206404e-10 1.510825950941003141e-10 8.247780973742072817e-11 4.506016187250415819e-11 2.463536025912973812e-11 1.347769046644219655e-11 7.378094614031915427e-12 4.041370105245412204e-12 2.214897579130343017e-12 1.214522452011737742e-12 6.663029349613641992e-13 3.657131762513049800e-13 7.257043695449829102e+01
3.981071705534973415e-02 4.915321301133809828e-01 5.618500625675861004e-02 1.443841853934594265e-02 5.053175060882985313e-03 2.068165115582855634e-03 9.275571293403188063e-04 4.410687414470073329e-04 2.182578102629647362e-04 1.111108805160248506e-04 5.775981968102630821e-05 3.050465405081077941e-05 1.630852018761153605e-05 8.803127994853799209e-06 4.788434195681481444e-06 2.620908416290078933e-06 1.441881560056865066e-06 7.966254977020683184e-07 4.417074377593144498e-07 2.456639109386550583e-07 1.369906059145797836e-07 7.656584620109860119e-08 4.287989401361382135e-08 2.405732518762953319e-08 1.351865141720858262e-08 7.607507066096216951e-09 4.286624269176246837e-09 2.418255059324336334e-09 1.365711244405613133e-09 7.720543346865901715e-10 4.368535033722304050e-10 2.473964299055589419e-10 1.402150493176036345e-10 7.952728411655611197e-11 4.513745774996912908e-11 2.563531171060570220e-11 1.456812260680884655e-11 8.283550196147784641e-12 4.712628179073223978e-12 2.682443583373824467e-12 1.527590104558590956e-12 7.880566024780273438e+01
3.548133892335755130e-02 5.526124580239362150e-01 6.381065619622908192e-02 1.665600604034314300e-02 5.945629869154895643e-03 2.489737230346635109e-03 1.145126401365529571e-03 5.593992299515400434e-04 2.847526449427027458e-04 1.492762593456781780e-04 7.997611198045981155e-05 4.356109454985942250e-05 2.403213094583217998e-05 1.339262157949942919e-05 7.523933424773643671e-06 4.254708514936402834e-06 2.418990004395749250e-06 1.381482192108101538e-06 7.919465844732076521e-07 4.554517121590948981e-07 2.626575514053942113e-07 1.518382815648891045e-07 8.796061627623356352e-08 5.105111764929847171e-08 2.967867343178270680e-08 1.727954550048033279e-08 1.007410316801002352e-08 5.880489335090829666e-09 3.436431290977118731e-09 2.010245833699696807e-09 1.177072357772502200e-09 6.898250646357641732e-10 4.046033016890747344e-10 2.374927141767306291e-10 1.395018164086439192e-10 8.199711660128678036e-11 4.822683406163013751e-11 2.838143206591710143e-11 1.671169813131040912e-11 9.845418344756468295e-12 5.803136359369717704e-12 8.596403336524963379e+01
