2.289885278703585936e+00 -6.478451168601580383e-20 1.071420691728591919e+03
1.953656505513484687e+00 -7.266252990701848926e-20 1.182050696372985840e+03
1.666796925169990118e+00 -8.001057605365639388e-20 1.764597282171249390e+03
1.422057553063007296e+00 -8.676505331325515187e-20 1.771995332241058350e+03
1.213253788560539004e+00 -9.289972621761193218e-20 1.789721637248992920e+03
1.035109129223324320e+00 -9.841629203533118954e-20 1.810943994283676147e+03
8.831218327969859727e-01 -1.033361461266927068e-19 2.396019691467285156e+03
7.534511575102171843e-01 -1.076936343463448082e-19 2.335111963987350464e+03
6.428203059543061704e-01 -1.115307922032870989e-19 2.376052948474884033e+03
5.484336199212551666e-01 -1.148933792201475225e-19 2.860940805196762085e+03
4.679059337016523434e-01 -1.178280850575026550e-19 2.870026598215103149e+03
3.992023005895412591e-01 -1.203805442987034109e-19 3.386175394773483276e+03
3.405865694740169425e-01 -1.225940938884227681e-19 3.892495583057403564e+03
2.905775120403158995e-01 -1.245090135712231632e-19 4.337705698251724243e+03
2.479113919081928352e-01 -1.261621442799284666e-19 4.834308656215667725e+03
2.115100298240917831e-01 -1.275867471041472919e-19 5.200265411615371704e+03
1.804535579097354403e-01 -1.288125783873550050e-19 6.124889833927154541e+03
1.539571744629064376e-01 -1.298660254994407692e-19 6.424914919853210449e+03
1.313513119007504726e-01 -1.307703495419874218e-19 7.215811491012573242e+03
1.120647166865557098e-01 -1.315459464997522525e-19 8.476669494628906250e+03
9.561001366721971761e-02 -1.322106167332516438e-19 9.859358403444290161e+03
8.157139003004873490e-02 -1.327798446165167807e-19 1.101175758981704712e+04
6.959408765062909119e-02 -1.332670580180448959e-19 1.272179615426063538e+04
5.937543830182720472e-02 -1.336838726147478819e-19 1.418230054020881653e+04
5.065721518230468373e-02 -1.340403124399832153e-19 1.594123950266838074e+04
4.321910748652697115e-02 -1.343450160526111523e-19 1.787582994198799133e+04
3.687315311767182940e-02 -1.346054142412616233e-19 1.998896038007736206e+04
