2.289885278703585880e-01 -1.269010793082199811e-19 4.265811001062393188e+03
2.202239624530020756e-01 -1.272445324218094780e-19 4.680782871484756470e+03
2.117948619066132854e-01 -1.275755587145117862e-19 4.702376114130020142e+03
2.036883862700195613e-01 -1.278945806231296126e-19 4.564331333637237549e+03
1.958921870332172854e-01 -1.282020086839006911e-19 4.966295767068862915e+03
1.883943883270144670e-01 -1.284982408226141123e-19 4.996316394329071045e+03
1.811835688326430827e-01 -1.287836632916157100e-19 5.412615773677825928e+03
1.742487443837830996e-01 -1.290586506366257089e-19 5.367925027370452881e+03
1.675793512344959380e-01 -1.293235658209979669e-19 5.243525690793991089e+03
1.611652299675805922e-01 -1.295787610218571643e-19 5.665385097503662109e+03
1.549966100188385765e-01 -1.298245769089046284e-19 5.633453974723815918e+03
1.490640947936753835e-01 -1.300613436069626588e-19 6.054322237014770508e+03
1.433586473533657868e-01 -1.302893807152555412e-19 5.943466237306594849e+03
1.378715766491788730e-01 -1.305089975879844151e-19 6.391296868324279785e+03
1.325945242833942717e-01 -1.307204935519034789e-19 6.348333784341812134e+03
1.275194517770413816e-01 -1.309241581865320841e-19 6.722082110881805420e+03
1.226386283249683989e-01 -1.311202715446832713e-19 6.657074456691741943e+03
1.179446190195869021e-01 -1.313091044300588385e-19 7.029905429124832153e+03
1.134302735253549382e-01 -1.314909186206165292e-19 7.396550214052200317e+03
1.090887151867448168e-01 -1.316659671260961642e-19 7.235607859373092651e+03
1.049133305531054217e-01 -1.318344944396216367e-19 7.681875098466873169e+03
1.008977593044618065e-01 -1.319967367611796606e-19 8.014363353013992310e+03
9.703588456290572484e-02 -1.321529222452729110e-19 7.939922894001007080e+03
9.332182357481925983e-02 -1.323032712428298972e-19 8.280966209650039673e+03
