1.000000000000000056e-01 1.989438027509375373e-01 2.260728697889611422e-02 5.740849120486868004e-03 1.970850502248661183e-03 7.841786645725807355e-04 3.385478685163643194e-04 1.534707583174923563e-04 7.177564571162105018e-05 3.428781569984604621e-05 1.663180756232744161e-05 1.297872686386108398e+01
8.912509381337455072e-02 2.232185667359773140e-01 2.561905017266359261e-02 6.608747539446897627e-03 2.315679884489945869e-03 9.441048101254505276e-04 4.189391472146589829e-04 1.956468700568234390e-04 9.441066531485907171e-05 4.658246032622725242e-05 2.335266861788968108e-05 1.279382443428039551e+01
7.943282347242813790e-02 2.504553247905055291e-01 2.900314316680431548e-02 7.588806344342747916e-03 2.708941777194443651e-03 1.129278989405169175e-03 5.139133189744104265e-04 2.466959724073540289e-04 1.225661434965053193e-04 6.233230490014655186e-05 3.223155145439402717e-05 1.880464720726013184e+01
7.079457843841380216e-02 2.810154761355835307e-01 3.280457681401272724e-02 8.694288919965442036e-03 3.156267202498929444e-03 1.342684823771079583e-03 6.253188983140687803e-04 3.078883991354155591e-04 1.571631483758378065e-04 8.221599688426876223e-05 4.376577582065907746e-05 1.994213700294494629e+01
6.309573444801933051e-02 3.153045425828354675e-01 3.707389010227046811e-02 9.940080955374954938e-03 3.663945633642183477e-03 1.587618205010755176e-03 7.551695255457904592e-04 3.805960693390132363e-04 1.991991290306154580e-04 1.069789937218703659e-04 5.851413687307306552e-05 2.124643826484680176e+01
5.623413251903491145e-02 3.537775025513899552e-01 4.186780910251211574e-02 1.134290573311043382e-02 4.239032236371956947e-03 1.867751053388991321e-03 9.056824942834031545e-04 4.663137494633617518e-04 2.497580309496754834e-04 1.374378356564127934e-04 7.709917047132476141e-05 2.236419248580932617e+01
5.011872336272722023e-02 3.969448733102587390e-01 4.725001930625651048e-02 1.292155424584978847e-02 4.889447830724305208e-03 2.187185387335327351e-03 1.079310687749650190e-03 5.666770096462783735e-04 3.100188849154967403e-04 1.744833410354093475e-04 1.002082074045191235e-04 2.454412937164306641e+01
4.466835921509629964e-02 4.453794622980681295e-01 5.329198491689813438e-02 1.469709212823062938e-02 5.624040198217035089e-03 2.550469090252469647e-03 1.278742245213443547e-03 6.834551013869023675e-04 3.812454321701130096e-04 2.190693020852410848e-04 1.285830766307318287e-04 2.569641613960266113e+01
3.981071705534973415e-02 4.997239644843980422e-01 6.007392471544295565e-02 1.669320104274485753e-02 6.452768908087058893e-03 2.962716238880057449e-03 1.506983847142631585e-03 8.186083507821215232e-04 4.648240534081894042e-04 2.722361812530078016e-04 1.630342667054960649e-04 2.840980768203735352e+01
3.548133892335755130e-02 5.606995030253050238e-01 6.768586773315669880e-02 1.893646075389051123e-02 7.386801413116738865e-03 3.429642860805732791e-03 1.767374256005313027e-03 9.742922770150293796e-04 5.622627821946632118e-04 3.351069227155766342e-04 2.044350562666815167e-04 2.995410799980163574e+01
3.162277660168379134e-02 6.291151813934584558e-01 7.622884331554675985e-02 2.145670924323861417e-02 8.438671902862458427e-03 3.957653240374908558e-03 2.063637272966890087e-03 1.152891863321059678e-03 6.752131093147845748e-04 4.088996434280474444e-04 2.537276769990867058e-04 3.403390622138977051e+01
2.818382931264453578e-02 7.058788364529395842e-01 8.581623639353129496e-02 2.428745491549909666e-02 9.622464813572224190e-03 4.553941264021658421e-03 2.399945684384519225e-03 1.357064971810394800e-03 8.054999507355077842e-04 4.949476261571319254e-04 3.119356846498721699e-04 3.723077297210693359e+01
2.511886431509579437e-02 7.920090751364304849e-01 9.657528392940721573e-02 2.746631212244043246e-02 1.095399304667467322e-02 5.226578671845815045e-03 2.780971134306250720e-03 1.589773349955321069e-03 9.551418147251899363e-04 5.947121168039828888e-04 3.801712111150050378e-04 3.881839489936828613e+01
2.238721138568339902e-02 8.886487921766774711e-01 1.086487653715167007e-01 3.103550422750570373e-02 1.245101265998365368e-02 5.984627261985578373e-03 3.211951097359465757e-03 1.854326441247503921e-03 1.126380997033104040e-03 7.098032823406529804e-04 4.596489425858606018e-04 4.297027564048767090e+01
1.995262314968878833e-02 9.970803400770394953e-01 1.221969025545007886e-01 3.504242961550258634e-02 1.413346527435765769e-02 6.838266265420081709e-03 3.698765435806786617e-03 2.154431986661580183e-03 1.321719172764136609e-03 8.420059082175914648e-04 5.517044678847827588e-04 4.632548642158508301e+01
1.778279410038922925e-02 1.118742537543327975e+00 1.373994789466872202e-01 3.954028548610592081e-02 1.602373802163869002e-02 7.798923548540170891e-03 4.248011474292036523e-03 2.494243196627178236e-03 1.543949217810870874e-03 9.933018048205709011e-04 6.578101504684931260e-04 5.584887790679931641e+01
1.584893192461113431e-02 1.255249768377877828e+00 1.544582304898632630e-01 4.458877873423726379e-02 1.814696600292413711e-02 8.879432714640325686e-03 4.867096861612968915e-03 2.878418971280931760e-03 1.796197052237241036e-03 1.165900262265384202e-03 7.795977481058721011e-04 5.813391876220703125e+01
1.412537544622754007e-02 1.408413401865351799e+00 1.735995236446044310e-01 5.025492000419174571e-02 2.053136873016916594e-02 1.009420695510701224e-02 5.564341744168217925e-03 3.312189774593965463e-03 2.081967232987667459e-03 1.362271310078524023e-03 9.188834588049007599e-04 6.174690151214599609e+01
1.258925411794167490e-02 1.580265825105612532e+00 1.950773561438246262e-01 5.661391142336614363e-02 2.320862371248484657e-02 1.145942998968157642e-02 6.349089331482376738e-03 3.801427651750853391e-03 2.405190501884120827e-03 1.585179856472433702e-03 1.077693437507278463e-03 7.061085605621337891e+01
1.122018454301963036e-02 1.773087415528043609e+00 2.191767296859141456e-01 6.375014593318086009e-02 2.621428819626990189e-02 1.299327230797242723e-02 7.231831467850716698e-03 4.352725861179575564e-03 2.770277823538342364e-03 1.837724417825922947e-03 1.258292762321320916e-03 7.971859169006347656e+01
1.000000000000000021e-02 1.989436798923386096e+00 2.462174310724151716e-01 7.175832757989192290e-02 2.958827204737028704e-02 1.471613377132528593e-02 8.224349606320097150e-03 4.973488289534485664e-03 3.182181001754302938e-03 2.123380478709197949e-03 1.463217833914802609e-03 8.807723116874694824e+01
8.912509381337458889e-03 2.232184800063616414e+00 2.765582773788598514e-01 8.074472920618779026e-02 3.337536907677047388e-02 1.665091654083855621e-02 9.339873657311819830e-03 5.672030364614912695e-03 3.646461161495292546e-03 2.446049489330069139e-03 1.695312997366393718e-03 9.857617044448852539e+01
7.943282347242813790e-03 2.504552537393299083e+00 3.106018742271512978e-01 9.082860179731977457e-02 3.762585042831868148e-02 1.882332805809417905e-02 1.059325678890886240e-02 6.457688833641015216e-03 4.169362202984258116e-03 2.810110568220789209e-03 1.957768520561963248e-03 1.088936393260955811e+02
7.079457843841373450e-03 2.810154165067364040e+00 3.487999614066326637e-01 1.021437582275689926e-01 4.239613367776572106e-02 2.126222464232615725e-02 1.200117523998503986e-02 7.340948480069073821e-03 4.757896507597714035e-03 3.220481478410809097e-03 2.254165823831258669e-03 1.211337058544158936e+02
6.309573444801930275e-03 3.153044831043235074e+00 3.916594055746674408e-01 1.148403485936469459e-01 4.774953115750365379e-02 2.399999421423206283e-02 1.358234957420485431e-02 8.333581360479160038e-03 5.419938228755158925e-03 3.682684269218413926e-03 2.588525566295926325e-03 1.373119647502899170e+02
5.623413251903490971e-03 3.537774486271329621e+00 4.397489261508461533e-01 1.290868529297694578e-01 5.375709066531411673e-02 2.707298690557914320e-02 1.535779412116210219e-02 9.448804165738990124e-03 6.164329004648666510e-03 4.202919836099923076e-03 2.965362353985457299e-03 1.482713739871978760e+02
5.011872336272724625e-03 3.969448259464262829e+00 4.937066435168396827e-01 1.450723170616037283e-01 6.049853872255878118e-02 3.052199814909053663e-02 1.735109676528072409e-02 1.070145467413506461e-02 7.000996440189543452e-03 4.788151417949472813e-03 3.389745917875248895e-03 1.638352768421173096e+02
4.466835921509630485e-03 4.453794199157964151e+00 5.542485434564727864e-01 1.630088609985142212e-01 6.806333840465210450e-02 3.439281002533918496e-02 1.958873208557161683e-02 1.210818889309078251e-02 7.941086178554797662e-03 5.446197400982047757e-03 3.867368859973530255e-03 1.887884314060211182e+02
