1.000000000000000056e-01 1.989436910099900147e-01 2.260724249915301715e-02 5.740818035833611215e-03 1.970828768769161167e-03 7.841640622493980823e-04 3.385383882718458171e-04 1.534647653362380081e-04 7.177193389564519809e-05 3.428555297523556939e-05 1.663044544483844672e-05 8.160675363612344843e-06 4.041307144712690383e-06 2.016327469452874299e-06 1.012313284545165166e-06 5.109575420368761035e-07 2.590956211813268653e-07 1.319143957129386876e-07 6.740282950953612359e-08 3.455009186178956573e-08 1.776083609527867977e-08 9.153766260376502223e-09 4.728839156819717564e-09 2.448147475913183501e-09 1.269902586672406342e-09 6.599091060911536879e-10 3.434929926102622579e-10 1.790678890743785536e-10 9.348361639124875567e-11 4.886840678898407343e-11 2.557743716738720327e-11 1.340254014490027284e-11 7.030510061566778442e-12 3.691709037367027968e-12 1.940362410349322534e-12 1.020772836359817680e-12 5.374577573831234709e-13 2.832099128808330774e-13 1.493492179080122215e-13 7.881534484718895650e-14 4.162134970072539568e-14 2.199401312707501542e-14 1.162953048817045108e-14 6.152854663937990218e-15 3.257138027459363674e-15 1.725161452148039400e-15 9.142125274814018721e-16 4.847065093055037985e-16 2.571081363678321940e-16 1.364424939330405782e-16 7.243899587057574812e-17 3.847482829482977123e-17 2.044350886767755732e-17 1.086680941654240873e-17 5.778435593136825421e-18 3.073790140850797655e-18 1.635642067617316196e-18 8.706571289393268185e-19 4.636025987849822630e-19 2.469332742367260490e-19 1.315660687759847371e-19 7.011878986202938108e-20 3.738066883608986259e-20 1.993324341739844025e-20 1.063220663947752187e-20 5.672569738786051502e-21 3.027219401591790083e-21 1.615892055452815058e-21 8.627443097841210055e-22 4.607339584930061060e-22 2.461012858697241453e-22 1.314832349157497972e-22 7.026145309300344217e-23 3.755360558230807699e-23 2.007573892996250307e-23 1.073431999546943563e-23 5.740615249883401576e-24 3.070585098722797400e-24 1.642708871493859502e-24 8.789716815203422713e-25 4.703943566772652353e-25 2.517795503522196446e-25 1.347870580660601605e-25 7.216782998894834327e-26 3.864605725111963443e-26 2.069813771219150204e-26 1.108716161704263706e-26 5.939789540509819255e-27 3.182598874371849652e-27 1.705499373284251564e-27 9.140684598140034819e-28 4.899616804843305575e-28 2.626639753270725396e-28 1.408292053905060166e-28 7.551576294935330746e-29 4.049804487845906221e-29 2.172105821606083517e-29 1.165137920650191790e-29 6.250605900332720946e-30 3.353623773739180907e-30 1.799504974298919506e-30 7.671962809562683105e+01
8.912509381337455072e-02 2.232184904024034633e-01 2.561901777627425408e-02 6.608730404707334645e-03 2.315669673548742188e-03 9.440984198440353914e-04 4.189350746296672460e-04 1.956442707294320628e-04 9.440901637556705045e-05 4.658142337380628904e-05 2.335202239432223242e-05 1.184768621896844735e-05 6.067590643782030985e-06 3.131134190426053456e-06 1.626060723906453916e-06 8.490020604298269754e-07 4.453473402034569301e-07 2.345599831256984140e-07 1.239847293545148183e-07 6.574632354744444036e-08 3.496397648116615168e-08 1.864209795411905478e-08 9.962977070594394862e-09 5.335973058751730806e-09 2.863450021604195366e-09 1.539387769366854854e-09 8.289493008082328006e-10 4.470698305451386542e-10 2.414582383716072613e-10 1.305824534289387626e-10 7.070741788180086939e-11 3.833076684071788329e-11 2.080179180500851620e-11 1.130045496371177236e-11 6.144787334714688795e-12 3.344333614569127894e-12 1.821722470692647853e-12 9.931265392199161475e-13 5.418239265814374099e-13 2.958188838829694627e-13 1.616188183829885820e-13 8.835713750232269948e-14 4.833496814523520846e-14 2.645688379044620122e-14 1.448977455583444162e-14 7.939977530933154357e-15 4.353127278699720859e-15 2.387801954413413987e-15 1.310391565759373574e-15 7.194510958246621601e-16 3.951763411752112157e-16 2.171513807666630115e-16 1.193738559822581939e-16 6.564840579602078730e-17 3.611613071931809787e-17 1.987624759932450874e-17 1.094253961573639045e-17 6.026249359939891046e-18 3.319833322085786917e-18 1.829451488406340422e-18 1.008454754942320082e-18 5.560559983097704444e-19 3.066924834193213585e-19 1.692023223124602063e-19 9.337365737199285982e-20 5.154110613836425532e-20 2.845712530378568701e-20 1.571567390934661295e-20 8.681136616568740019e-21 4.796437776650530789e-21 2.650677250140194988e-21 1.465169900881374108e-21 8.100459048846123546e-22 4.479394251314663367e-22 2.477505185621962735e-22 1.370544652989966319e-22 7.583207479905461088e-23 4.196543248758494023e-23 2.322776636297724736e-23 1.285873419765033780e-23 7.119707146347790295e-24 3.942733010545202684e-24 2.183746332471851871e-24 1.209692270059896329e-24 6.702146188329707739e-25 3.713792166363892017e-25 2.058185396615038937e-25 1.140809496173827176e-25 6.324148983986747482e-26 3.506307702301473558e-26 1.944265686661758433e-26 1.078245310139505971e-26 5.980461429445746756e-27 3.317460560931789839e-27 1.840473842004232830e-27 1.021186864843887295e-27 5.666715368760552469e-28 3.144902162668624475e-28 1.745546507281204695e-28 9.689542458740450048e-29 5.379249909522425750e-29 1.608540945053100586e+02
7.943282347242813790e-02 2.504552629130717967e-01 2.900311225876513535e-02 7.588789301560869456e-03 2.708931212302204388e-03 1.129272146112758569e-03 5.139088164822308786e-04 2.466930082203144347e-04 1.225642040718038898e-04 6.233104678720956064e-05 3.223074251333045800e-05 1.687449600088028562e-05 8.920455439808065414e-06 4.752481974160995410e-06 2.548290413808789065e-06 1.373858154013689874e-06 7.441663995457989007e-07 4.047379606125422203e-07 2.209246201741932513e-07 1.209784969550550713e-07 6.643882117036047038e-08 3.658163259183623851e-08 2.018956488780760203e-08 1.116665277091351742e-08 6.188314328579093298e-09 3.435625648563896908e-09 1.910567489180887848e-09 1.064113272667907953e-09 5.935181522307712438e-10 3.314802188365121778e-10 1.853616383237060908e-10 1.037733167908983339e-10 5.815986820981175553e-11 3.262903263824679452e-11 1.832322044742158171e-11 1.029893367969315312e-11 5.793667923823475634e-12 3.261862495716657068e-12 1.837849081296505043e-12 1.036260772952087113e-12 5.846924039582272296e-13 3.301188734530148537e-13 1.865022817389298722e-13 1.054280503359576804e-13 5.963134946968650573e-14 3.374648414019784010e-14 1.910766321340826996e-14 1.082435805297279648e-14 6.134839830076035287e-15 3.478582837484259559e-15 1.973292925643166608e-15 1.119859066613835852e-15 6.357856669694778417e-16 3.610995902236044630e-16 2.051662298869162492e-16 1.166115166336591819e-16 6.630222083178232882e-17 3.771034040530307061e-17 2.145524758566679409e-17 1.221075511223187902e-17 6.951569650617649737e-18 3.958678919490473621e-18 2.254969167437806035e-18 1.284842668216303214e-18 7.322756168373533639e-19 4.174562006790037986e-19 2.380430913242552758e-19 1.357704708402865457e-19 7.745635257527772984e-20 4.419852429112031509e-20 2.522636448459482686e-20 1.440107839751525921e-20 8.222922721824101691e-21 4.696190990307934456e-21 2.682571119967515315e-21 1.532640825021488423e-21 8.758121716003142296e-22 5.005654634257841126e-22 2.861462542778046990e-22 1.636027360540427994e-22 9.355488814745322730e-23 5.350741989326104233e-23 3.060774875980666270e-23 1.751124112128285986e-23 1.002002953841852884e-23 5.734374305445039248e-24 3.282211171232805999e-24 1.878923000224319703e-24 1.075751632949854193e-24 6.159908298044416639e-25 3.527722060310164783e-25 2.020556872855203256e-25 1.157452470478023170e-25 6.631158780809849711e-26 3.799519734691573122e-26 2.177308050367378022e-26 1.247848504919216552e-26 7.152429848813989898e-27 4.100096615635189585e-27 2.350619452022836341e-27 1.347774866820406575e-27 2.170492539405822754e+02
7.079457843841380216e-02 2.810154242529063207e-01 3.280454757463182464e-02 8.694268129847066914e-03 3.156251819810134383e-03 1.342673658562420482e-03 6.253109862414242635e-04 3.078829113112046038e-04 1.571594094823846634e-04 8.221348660410209876e-05 4.376411053818824533e-05 2.360017275504279228e-05 1.285445468713201514e-05 7.057669289648317405e-06 3.900510685559238126e-06 2.167614721110893704e-06 1.210320626408815736e-06 6.785921508860282869e-07 3.818500609696301673e-07 2.155644274719408155e-07 1.220437269635405188e-07 6.927628788312724451e-08 3.941659649796790867e-08 2.247543118731904615e-08 1.284080297787136422e-08 7.349574529652969611e-09 4.213634895534273523e-09 2.419480048033403756e-09 1.391263160117324223e-09 8.010790067883931274e-10 4.618291570166847445e-10 2.665582870667147609e-10 1.540196406698711783e-10 8.908493041115243068e-11 5.157631617645966511e-11 2.988754977746695438e-11 1.733413691408931256e-11 1.006157211617782385e-11 5.844704753246487854e-12 3.397623572241821036e-12 1.976459993644709398e-12 1.150498822982482982e-12 6.701253831557206859e-13 3.905575246235303213e-13 2.277514666865413696e-13 1.328842653030151997e-13 7.757322290257769591e-14 4.530711035191028926e-14 2.647452067685356516e-14 1.547706390331362835e-14 9.051901086299633379e-15 5.296320694623881295e-15 3.100165861267224976e-15 1.815369766775153772e-15 1.063428962347642950e-15 6.231737259576561818e-16 3.653098791947918120e-16 2.142199910641938813e-16 1.256607984845070962e-16 7.373540513884080626e-17 4.327969624387436260e-17 2.541089017570459140e-17 1.492378456470497506e-17 8.767132116677713946e-18 5.151715551799326684e-18 3.028017452078571161e-18 1.780219842786254122e-18 1.046873993593951570e-18 6.157686632216123391e-19 3.622765130315720311e-19 2.131863278399573908e-19 1.254793804987084360e-19 7.387144871429542179e-20 4.349803051224971636e-20 2.561821662320960607e-20 1.509079808592109967e-20 8.891137379363082962e-21 5.239406571544897094e-21 3.088051249856568856e-21 1.820382060371221888e-21 1.073283238063302075e-21 6.329043389170468933e-22 3.732776319431377152e-22 2.201883470634494941e-22 1.299043017947771878e-22 7.665102990806565126e-23 4.523516657346666974e-23 2.669910243937828863e-23 1.576078986042491077e-23 9.305051334273740537e-24 5.494367701524157738e-24 3.244692449147610757e-24 1.916394811398406572e-24 1.132011568943573703e-24 6.687595754795538770e-25 3.951311841274216882e-25 2.334875097986082707e-25 1.379863095867010967e-25 8.155626372601075262e-26 4.820883388623080026e-26 2.849987479321978104e-26 2.593877620697021484e+02
6.309573444801933051e-02 3.153044901645759568e-01 3.707386202459476976e-02 9.940061045012637750e-03 3.663930692816077649e-03 1.587607132953521667e-03 7.551614845570074359e-04 3.805903414753906478e-04 1.991951165530670223e-04 1.069762220508577497e-04 5.851224451861006975e-05 3.244033544837821622e-05 1.817337989718607679e-05 1.026517319690209957e-05 5.837419722851359988e-06 3.338272842772354956e-06 1.918270209669484414e-06 1.106895594856806064e-06 6.410493640700790678e-07 3.724643305500586152e-07 2.170389537459931964e-07 1.268018308296972449e-07 7.425775098196285590e-08 4.358076944174386902e-08 2.562744259967529911e-08 1.509743891580529606e-08 8.908971526216637270e-09 5.265307776705623678e-09 3.116329836706925989e-09 1.846899184332385930e-09 1.095933298002701456e-09 6.510750817779411739e-10 3.872150508822875987e-10 2.305253511207744335e-10 1.373738703487702470e-10 8.193783818462462802e-11 4.891451568505643436e-11 2.922426950884672528e-11 1.747364825528110207e-11 1.045539249982416896e-11 6.260341502974288257e-12 3.750955510346200447e-12 2.248838850996734140e-12 1.349070293405943346e-12 8.097646263086814363e-13 4.863175593959136709e-13 2.922184957624866881e-13 1.756759799889049618e-13 1.056634879705510567e-13 6.358239318327903009e-14 3.827720122315537836e-14 2.305299394964546618e-14 1.388964887997783912e-14 8.371924127781879934e-15 5.048043327964837545e-15 3.044939515101001236e-15 1.837326867814125192e-15 1.109024120315722518e-15 6.696336905941749868e-16 4.044552937050520647e-16 2.443633689403888438e-16 1.476827218374621708e-16 8.927855225967580061e-17 5.398641861335983185e-17 3.265412640113405300e-17 1.975623633302730762e-17 1.195582444196368226e-17 7.237036351278916998e-18 4.381721456495868616e-18 2.653557976432201882e-18 1.607345877399508273e-18 9.738326018919296965e-19 5.901343113286146910e-19 3.576897499361473603e-19 2.168446865597066601e-19 1.314847605667821858e-19 7.974145867556241422e-20 4.836964669337657799e-20 2.934536954755673623e-20 1.780664916404546417e-20 1.080684368448535788e-20 6.559757026207216308e-21 3.982420253704836491e-21 2.418105095015279473e-21 1.468487875626142532e-21 8.919306426195093650e-22 5.418209617144822487e-22 3.291872798864798897e-22 2.000282740677289538e-22 1.215624525850649272e-22 7.388663919214533742e-23 4.491480085220428471e-23 2.730668033053937263e-23 1.660362789496541363e-23 1.009695845416953841e-23 6.140878568278980337e-24 3.735267585088999762e-24 2.272286758649353869e-24 1.382463705108416306e-24 8.411869459695746444e-25 5.118922211084132830e-25 2.873084151744842529e+02
5.623413251903491145e-02 3.537774548009001707e-01 4.186778575443979300e-02 1.134289161023996698e-02 4.239022629209481668e-03 1.867744272072240129e-03 9.056776489567035021e-04 4.663102873478873456e-04 2.497555708279164529e-04 1.374361008628454772e-04 7.709795698584003009e-05 4.386812698384482675e-05 2.523263181716824715e-05 1.463820097346775099e-05 8.551143694740781623e-06 5.024170866956152060e-06 2.966396933791657194e-06 1.758845541211519084e-06 1.046719520979945490e-06 6.249599424150227520e-07 3.742322391161008000e-07 2.246830021037030196e-07 1.352170400024022899e-07 8.155156877972556113e-08 4.928250356081127217e-08 2.983614669938648550e-08 1.809341836281785723e-08 1.098934700127096775e-08 6.684177259161195603e-09 4.071040298764906154e-09 2.482591075293134753e-09 1.515696067070985624e-09 9.263910257813872311e-10 5.667909358466126282e-10 3.471134396144036821e-10 2.127726720634119213e-10 1.305371366831170763e-10 8.015043118330056042e-11 4.925071372580491984e-11 3.028564724055438493e-11 1.863643906750832533e-11 1.147561576961285410e-11 7.070699155215625053e-12 4.359224936001651684e-12 2.689087247817195807e-12 1.659732618513887528e-12 1.024940464013718849e-12 6.332522433874390589e-13 3.914383242416894825e-13 2.420749976934812859e-13 1.497712676284257896e-13 9.270251423339747456e-14 5.740263865430294920e-14 3.555845111986232483e-14 2.203525715704741547e-14 1.366003266853240232e-14 8.471065090794838802e-15 5.254986480571239094e-15 3.260974521536009005e-15 2.024233463860427635e-15 1.256917005027531312e-15 7.806943774968738148e-16 4.850425083341608789e-16 3.014386248625161129e-16 1.873848962712017519e-16 1.165153805477070254e-16 7.246720272689128165e-17 4.508229610164805382e-17 2.805263857190076589e-17 1.745989273369738579e-17 1.086942890497448386e-17 6.768094855628433693e-18 4.215198903774878729e-18 2.625784689735292828e-18 1.636014446463783499e-18 1.019529548540303130e-18 6.354698193962635492e-19 3.961597290495651745e-19 2.470153519659357110e-19 1.540471982832793865e-19 9.608553056376378674e-20 5.994247523035964927e-20 3.740090168315178060e-20 2.333987283658133858e-20 1.456740736822543880e-20 9.093515748944816008e-21 5.677349457459963665e-21 3.545048627937236653e-21 2.213910718713645762e-21 1.382795520942646184e-21 8.638024773579751640e-22 5.396699733799606528e-22 3.372082136553658788e-22 2.107283200069814748e-22 1.317047279982038275e-22 8.232512409618184773e-23 5.146534540706636523e-23 3.217716632284040804e-23 2.012009714387813635e-23 1.258231997905399709e-23 7.869348557888281024e-24 3.461547019481658936e+02
5.011872336272722023e-02 3.969448314255192845e-01 4.724999696294417129e-02 1.292153841099851104e-02 4.889435652298738597e-03 2.187176029611910457e-03 1.079303590777803620e-03 5.666717076820935181e-04 3.100149797439171839e-04 1.744805005146917820e-04 1.002061635057205824e-04 5.841395890422029389e-05 3.444022892484069511e-05 2.048706824552775469e-05 1.227465736205039136e-05 7.397982602849730255e-06 4.481149064754050184e-06 2.726031506491387076e-06 1.664553945162291119e-06 1.019761261767960028e-06 6.265794234275148541e-07 3.860117990931716800e-07 2.383757594895417547e-07 1.475254279747020739e-07 9.148164877659455275e-08 5.683198481634770684e-08 3.536563251560561341e-08 2.204169593546463798e-08 1.375735124766406081e-08 8.598195734117873160e-09 5.380509446554587085e-09 3.370914758916032749e-09 2.114211965519776565e-09 1.327384311880747727e-09 8.341916295783635151e-10 5.247251053880479175e-10 3.303487182791699913e-10 2.081459074740223858e-10 1.312498769090001927e-10 8.282252491394817635e-11 5.229987048897487399e-11 3.304764905603590775e-11 2.089558904593342348e-11 1.321995571105654933e-11 8.368638907522836434e-12 5.300514332760555265e-12 3.358993664518706923e-12 2.129701020934064673e-12 1.350943789258535356e-12 8.573468667124578442e-13 5.443377705470973440e-13 3.457525888048146560e-13 2.197052111435559887e-13 1.396646533051046114e-13 8.881729614105812568e-14 5.650247644804760051e-14 3.595759516552192187e-14 2.289083520967411555e-14 1.457724276351469767e-14 9.285965002496444813e-15 5.917142259706705589e-15 3.771602546324131751e-15 2.404720535212772803e-15 1.533642463869639787e-15 9.783644936308247771e-16 6.242961910590208208e-16 3.984654708761766859e-16 2.543884702918081364e-16 1.624455193732421715e-16 1.037572924363696813e-16 6.628682676889980346e-17 4.235754504226264766e-17 2.707239313432339199e-17 1.730662165488036289e-17 1.106586348906299734e-17 7.076904647591265259e-18 4.526725587846857675e-18 2.896047156749966773e-18 1.853129026376792611e-18 1.185993383417909341e-18 7.591603826752924366e-19 4.860238973241535320e-19 3.112094324474268816e-19 1.993045468697643986e-19 1.276583823764809327e-19 8.178008331796103837e-20 5.239746830140616428e-20 3.357655357930560448e-20 2.151907270027580954e-20 1.379339667945887944e-20 8.842555541274882492e-21 5.669463550644990793e-21 3.635486078067586345e-21 2.331514592829990530e-21 1.495435717728201337e-21 9.592905852996621117e-22 6.154380375809219550e-22 3.948836374493791244e-22 2.533982192656920027e-22 1.626247308759582747e-22 1.043799925365186571e-22 3.275542554855346680e+02
4.466835921509629964e-02 4.453794248799766708e-01 5.329196554253499973e-02 1.469707992119109567e-02 5.624031490039947678e-03 2.550462653793076837e-03 1.278737431451067857e-03 6.834514992694335888e-04 3.812427492792463480e-04 2.190673173927117578e-04 1.285816192280556396e-04 7.666318712400695763e-05 4.625564922311445375e-05 2.816961048645074664e-05 1.728363295862429580e-05 1.066961372658347051e-05 6.620536641391480636e-06 4.126133861745561880e-06 2.581347473258211544e-06 1.620324836374931153e-06 1.020111511443397100e-06 6.439453941797183817e-07 4.074683155360908158e-07 2.583964309694125367e-07 1.641893123263013464e-07 1.045195685765133682e-07 6.664724189817224568e-08 4.256409972748317861e-08 2.722277839439832344e-08 1.743433721952048052e-08 1.117952112993942778e-08 7.177122694665181108e-09 4.612697416766486971e-09 2.967617697157842390e-09 1.911097656823570268e-09 1.231843650270850865e-09 7.947013430260593553e-10 5.131066288975172191e-10 3.315491427339901771e-10 2.143914832929479063e-10 1.387300409276987403e-10 8.983013810388264410e-11 5.820341263006703518e-11 3.773435075796642248e-11 2.447797350068717278e-11 1.588740889825978630e-11 1.031714028167408330e-11 6.703236246290594853e-12 4.357320744454106479e-12 2.833712539309200206e-12 1.843678835614317607e-12 1.200052913312251362e-12 7.814371167030449452e-13 5.090488505698610812e-13 3.317342535705466931e-13 2.162621894285859415e-13 1.410342548732614842e-13 9.200617333539993286e-14 6.004164264374242858e-14 3.919462827592653800e-14 2.559377302914399323e-14 1.671750557994008578e-14 1.092279714501388517e-14 7.138673461043587901e-15 4.666794070638428588e-15 3.051642249226506906e-15 1.995993002460669534e-15 1.305844700115115392e-15 8.545313892218348159e-16 5.593265969345529640e-16 3.661853805491145725e-16 2.397904322832807484e-16 1.570563036465620259e-16 1.028890194822292446e-16 6.741714938915532203e-17 4.418319368942379821e-17 2.896189279204791637e-17 1.898793505719644655e-17 1.245109130214299553e-17 8.166086675838915069e-18 5.356677722039224892e-18 3.514391713606106420e-18 2.306089432981717175e-18 1.513462755658305295e-18 9.934254583965668201e-19 6.521765646857936169e-19 4.282130561183778673e-19 2.812017005458714686e-19 1.846876533752852484e-19 1.213160537985707168e-19 7.969991040828042991e-20 5.236670366073365095e-20 3.441194566474668752e-20 2.261614550136846344e-20 1.486558968100804309e-20 9.772343900052725084e-21 6.424913502929876533e-21 4.224610744863765053e-21 2.778151624748192422e-21 1.827149207685258754e-21 1.201821389405191970e-21 3.917264099121093750e+02
3.981071705534973415e-02 4.997239325578352043e-01 6.007390808371075586e-02 1.669319037845840362e-02 6.452761151525482700e-03 2.962710392939374524e-03 1.506979387290800646e-03 8.186049445082203444e-04 4.648214623147046130e-04 2.722342225407004359e-04 1.630327962804065415e-04 9.925738815713535540e-05 6.119045267022948172e-05 3.809224712245434314e-05 2.389836588606904238e-05 1.508897629932159424e-05 9.577524996828404820e-06 6.106641000518721046e-06 3.908763958264520422e-06 2.510460165844537335e-06 1.617238907642464273e-06 1.044630728168209730e-06 6.763994783105886722e-07 4.389324064092947040e-07 2.854053783429709212e-07 1.859192326289238492e-07 1.213167819427786664e-07 7.928593933218349483e-08 5.189205553315984621e-08 3.400877630935264348e-08 2.231655563999831310e-08 1.466134723232873418e-08 9.642709301191716495e-09 6.348536891054570992e-09 4.183801790215700041e-09 2.759734066148945346e-09 1.821964372700381372e-09 1.203839757942092527e-09 7.960400151227548830e-10 5.267702488787607213e-10 3.488282981461259130e-10 2.311487197095920434e-10 1.532663555549572570e-10 1.016868813131506912e-10 6.750467665672191157e-11 4.483761499777233484e-11 2.979754285914774991e-11 1.981244037971836237e-11 1.317971239646702473e-11 8.771538317371755987e-12 5.840357218609337872e-12 3.890355501268547529e-12 2.592496944089315064e-12 1.728301717908450759e-12 1.152621846564387769e-12 7.689783061542000780e-13 5.132105626310540179e-13 3.426304386074439093e-13 2.288231897841478877e-13 1.528667403310548722e-13 1.021551422416499002e-13 6.828688897594278755e-14 4.566044181836511787e-14 3.053968813658252617e-14 2.043181736361544621e-14 1.367299608740422186e-14 9.152320435824752802e-15 6.127823936498380082e-15 4.103795572167813586e-15 2.748947952087813672e-15 1.841814060525472776e-15 1.234300062608998833e-15 8.273490346244249007e-16 5.546860959913054506e-16 3.719579582688851785e-16 2.494744915238685633e-16 1.673562363983080039e-16 1.122894498523435025e-16 7.535554667763929681e-17 5.057882199292125462e-17 3.395451115152417299e-17 2.279815407319551322e-17 1.530994137183788508e-17 1.028293966392465147e-17 6.907633724666016512e-18 4.640961481789946143e-18 3.118542932205575962e-18 2.095844685139946279e-18 1.408732793477060818e-18 9.470194919551330882e-19 6.367201972219099663e-19 4.281504887928106189e-19 2.879394090498683692e-19 1.936695745725897902e-19 1.302795139422607945e-19 8.764843301097409229e-20 5.897451363231337913e-20 3.968585021654438013e-20 2.670896604752177267e-20 1.797742632419395043e-20 1.210169023792829254e-20 3.956895804405212402e+02
3.548133892335755130e-02 5.606994732957147898e-01 6.768585123685863514e-02 1.893644893054328288e-02 7.386791929950863034e-03 3.429635194048769563e-03 1.767368099909235463e-03 9.742873865649429293e-04 5.622589405264764124e-04 3.351039366215609696e-04 2.044327572097871381e-04 1.268929900251698404e-04 7.980637870529721178e-05 5.070865277359270373e-05 3.248355073187096274e-05 2.094696547364616581e-05 1.358204272197817144e-05 8.847598426684706504e-06 5.786515639637790477e-06 3.797664962518225167e-06 2.500029467786776346e-06 1.650277699636562408e-06 1.092023438150038319e-06 7.242171965581792560e-07 4.812621027649995115e-07 3.204029141265315480e-07 2.136726268334403219e-07 1.427192496400406727e-07 9.546575505679238186e-08 6.394399048382787654e-08 4.288439330359885443e-08 2.879456785609069246e-08 1.935536752065727735e-08 1.302394782880083041e-08 8.772182877051231609e-09 5.913876588083544697e-09 3.990379331766211078e-09 2.694716384924453493e-09 1.821168507264673783e-09 1.231708878313863101e-09 8.336252711132979058e-10 5.645776659031847265e-10 3.826068697713153216e-10 2.594449776462822695e-10 1.760310456506140907e-10 1.195015734340327546e-10 8.116857406798228458e-11 5.515976364253583649e-11 3.750316505378101956e-11 2.551032005673155374e-11 1.736034237645788006e-11 1.181918313545202997e-11 8.050007365602259743e-12 5.485017024389074901e-12 3.738747963074920851e-12 2.549381761854075335e-12 1.738994969835883253e-12 1.186618550150130270e-12 8.099685690752265887e-13 5.530502008767607254e-13 3.777423429008868368e-13 2.580816408368275403e-13 1.763781124202854643e-13 1.205742079598348478e-13 8.244844888010889425e-14 5.639301022055480669e-14 3.858151858003297368e-14 2.640227195989965474e-14 1.807207671530894455e-14 1.237304448543235136e-14 8.473131396297326955e-15 5.803732490086299496e-15 3.976163638308390776e-15 2.724657883703132363e-15 1.867446315752472602e-15 1.280177942010508065e-15 8.777611649756076080e-16 6.019549948264148432e-16 4.128870223387552864e-16 2.832539559875447889e-16 1.943552798829028466e-16 1.333799185530411040e-16 9.154961106010912495e-17 6.284819084112096180e-17 4.315167025664800434e-17 2.963257442121231515e-17 2.035197436080906332e-17 1.398001377536015110e-17 9.604418861191669453e-18 6.599265847006539220e-18 4.535026626646086587e-18 3.116896879825334793e-18 2.142506438021597486e-18 1.472915115612024643e-18 1.012716759595204003e-18 6.963888677820016302e-19 4.789256234012415637e-19 3.294091640426556728e-19 2.265967017566029010e-19 1.558909054893170000e-19 1.072596260142676945e-19 4.427217783927917480e+02
