1.000000000000000056e-01 1.989437168906079412e-01 2.260725587730282038e-02 5.740827739349592396e-03 1.970835608642991683e-03 7.841686757156431792e-04 3.385413887497222833e-04 1.534666636536572543e-04 7.177311007819581808e-05 3.428627009259805036e-05 1.663087716180814221e-05 2.165565896034240723e+01
8.912509381337455072e-02 2.232185135466597525e-01 2.561902795023966034e-02 6.608735617487236820e-03 2.315672684355586913e-03 9.441002655916333388e-04 4.189362373132191129e-04 1.956450083403761476e-04 9.440948291977260842e-05 4.658171637719081738e-05 2.335220490198562331e-05 2.150267767906188965e+01
7.943282347242813790e-02 2.504552831688676151e-01 2.900312334095616132e-02 7.588798782318698435e-03 2.708938657990626973e-03 1.129277620633121646e-03 5.139126596743619517e-04 2.466956203787045799e-04 1.225659386199321474e-04 6.233217872749753587e-05 3.223147137760958367e-05 2.351399374008178711e+01
7.079457843841380216e-02 2.810154428176052099e-01 3.280455576661708145e-02 8.694271546943356868e-03 3.156253367858919464e-03 1.342674412657000882e-03 6.253113867310594251e-04 3.078831420280817932e-04 1.571595507872867417e-04 8.221357648879176945e-05 4.376416883997480737e-05 2.493225431442260742e+01
6.309573444801933051e-02 3.153045071189101711e-01 3.707387082331161515e-02 9.940067495056143995e-03 3.663935562767918746e-03 1.587610753949794239e-03 7.551641189975035915e-04 3.805922198639717733e-04 1.991964330554989399e-04 1.069771316706227718e-04 5.851286563296532361e-05 2.659968972206115723e+01
5.623413251903491145e-02 3.537774694802104380e-01 4.186779368500005011e-02 1.134289813037624682e-02 4.239027914581889635e-03 1.867748402934531031e-03 9.056807743652013718e-04 4.663125921733734646e-04 2.497572367885618223e-04 1.374372861458407924e-04 7.709878967183353784e-05 2.840479159355163574e+01
5.011872336272722023e-02 3.969448442241917951e-01 4.725000359493802121e-02 1.292154328910774704e-02 4.889439424234448550e-03 2.187178937029286320e-03 1.079305799750819844e-03 5.666733596232640703e-04 3.100161971718036588e-04 1.744813863119011545e-04 1.002068009824732013e-04 3.259178733825683594e+01
4.466835921509629964e-02 4.453794371742006986e-01 5.329197163258209136e-02 1.469708379039108732e-02 5.624034216898492200e-03 2.550464652666029411e-03 1.278738918508487334e-03 6.834526083965889419e-04 3.812435737242126374e-04 2.190679265487028150e-04 1.285820662188118431e-04 3.344242382049560547e+01
3.981071705534973415e-02 4.997239428522956550e-01 6.007391361074033292e-02 1.669319478748524516e-02 6.452764790883245768e-03 2.962713360744535437e-03 1.506981762106085606e-03 8.186068110218254782e-04 4.648229066057680951e-04 2.722353254059128392e-04 1.630336290624888492e-04 3.702454447746276855e+01
3.548133892335755130e-02 5.606994827524856007e-01 6.768585630415030474e-02 1.893645292635804528e-02 7.386795236053701579e-03 3.429637916975993971e-03 1.767370310628610603e-03 9.742891544910923726e-04 5.622603349099032774e-04 3.351050231098638872e-04 2.044335949520573322e-04 4.298659586906433105e+01
3.162277660168379134e-02 6.291151636084170162e-01 7.622883292782177411e-02 2.145670168581213094e-02 8.438665633352276582e-03 3.957648029966956242e-03 2.063632986815614606e-03 1.152888381119044877e-03 6.752103142898345902e-04 4.088974245205041162e-04 2.537259325413345726e-04 4.507863354682922363e+01
2.818382931264453578e-02 7.058788206453709968e-01 8.581622720371695490e-02 2.428744873558882564e-02 9.622459865638975304e-03 4.553937216790853587e-03 2.399942365533574724e-03 1.357062262117595232e-03 8.054977536735139680e-04 4.949458583424858451e-04 3.119342729467143691e-04 5.413307833671569824e+01
2.511886431509579437e-02 7.920090609190399977e-01 9.657527533882097337e-02 2.746630615493591068e-02 1.095398807461863896e-02 5.226574476382699237e-03 2.780967604457707052e-03 1.589770402350712108e-03 9.551393746871948221e-04 5.947101143747024476e-04 3.801695811367306142e-04 5.567698097229003906e+01
2.238721138568339902e-02 8.886487799712781133e-01 1.086487582997411883e-01 3.103549969903042841e-02 1.245100911242221636e-02 5.984624376891296837e-03 3.211948716074771153e-03 1.854324467109815747e-03 1.126379361614849662e-03 7.098019319679675643e-04 4.596478325671373962e-04 6.055779695510864258e+01
1.995262314968878833e-02 9.970803285814393568e-01 1.221968956549736446e-01 3.504242529358885666e-02 1.413346185558550516e-02 6.838263455499061887e-03 3.698763089874835749e-03 2.154430017748400119e-03 1.321717520149332274e-03 8.420045246634803426e-04 5.517033140866944374e-04 6.920690989494323730e+01
1.778279410038922925e-02 1.118742527465079961e+00 1.373994723502441617e-01 3.954028131326410567e-02 1.602373453049514215e-02 7.798920553809521664e-03 4.248008889952577943e-03 2.494240968796628856e-03 1.543947304950474535e-03 9.933001708905520553e-04 6.578087625376326068e-04 7.454667854309082031e+01
1.584893192461113431e-02 1.255249759845962876e+00 1.544582248196236518e-01 4.458877533696498086e-02 1.814696321291613471e-02 8.879430343636701348e-03 4.867094820858478173e-03 2.878417208257221232e-03 1.796195530066876456e-03 1.165898951649656061e-03 7.795966239091284842e-04 8.537660717964172363e+01
1.412537544622754007e-02 1.408413393997477892e+00 1.735995183603248060e-01 5.025491696053048518e-02 2.053136626743186366e-02 1.009420487905717846e-02 5.564339961850306611e-03 3.312188232445357431e-03 2.081965895383976889e-03 1.362270150441207729e-03 9.188824555457137701e-04 9.484213376045227051e+01
1.258925411794167490e-02 1.580265818239194875e+00 1.950773513175204088e-01 5.661390882182938677e-02 2.320862163208421008e-02 1.145942824740625067e-02 6.349087838962222397e-03 3.801426358714095430e-03 2.405189375945866303e-03 1.585178874493570894e-03 1.077692581502694407e-03 1.065435278415679932e+02
1.122018454301963036e-02 1.773087409685365490e+00 2.191767251431952501e-01 6.375014358874207809e-02 2.621428625188502309e-02 1.299327063084289823e-02 7.231829996516924049e-03 4.352724560957713963e-03 2.770276671745755710e-03 1.837723397727608751e-03 1.258291860363464207e-03 1.195782246589660645e+02
1.000000000000000021e-02 1.989436793722249464e+00 2.462174270055682568e-01 7.175832553155313265e-02 2.958827036371655672e-02 1.471613232607769765e-02 8.224348339999200050e-03 4.973487168812017710e-03 3.182180005390040575e-03 2.123379591632953024e-03 1.463217044436049188e-03 1.326621215343475342e+02
8.912509381337458889e-03 2.232184795408014732e+00 2.765582732139945654e-01 8.074472730317849845e-02 3.337536747499895290e-02 1.665091513862925962e-02 9.339872408596483835e-03 5.672029243928866996e-03 3.646460152612605952e-03 2.446048580617810487e-03 1.695312179637579152e-03 1.519176392555236816e+02
7.943282347242813790e-03 2.504552532927312836e+00 3.106018701253033254e-01 9.082860002538065136e-02 3.762584896043819072e-02 1.882332678641945867e-02 1.059325566296135356e-02 6.457687825443563477e-03 4.169361295059996302e-03 2.810109748520761303e-03 1.957767780042903548e-03 1.651678824424743652e+02
7.079457843841373450e-03 2.810154160842210924e+00 3.487999572538169057e-01 1.021437565477066739e-01 4.239613228164530040e-02 2.126222342812625690e-02 1.200117416014638907e-02 7.340947508327944418e-03 4.757895627668239265e-03 3.220480679196848026e-03 2.254165097130452801e-03 1.926178705692291260e+02
6.309573444801930275e-03 3.153044827058952837e+00 3.916594012476585229e-01 1.148403469824251372e-01 4.774952980177672029e-02 2.399999302214018970e-02 1.358234850382904375e-02 8.333580388875490991e-03 5.419937341775068855e-03 3.682683457261038892e-03 2.588524822286009715e-03 2.100438110828399658e+02
5.623413251903490971e-03 3.537774482230629847e+00 4.397489217920401705e-01 1.290868513173097365e-01 5.375708931769113824e-02 2.707298572578869730e-02 1.535779306395766534e-02 9.448803206232014515e-03 6.164328127556606071e-03 4.202919031193064897e-03 2.965361613891807305e-03 2.376903464794158936e+02
