2.000000000000000174e-07 6.520940338756102324e+08 5.282915836396664381e+07 5.197068214416503906e+00
1.706335704834561180e-07 9.523239999068188667e+08 8.890312511486603320e+07 7.315698862075805664e+00
1.455790768796630061e-07 1.385980293490522146e+09 1.484867265676293671e+08 9.966910600662231445e+00
1.242033883783123321e-07 2.011578539643712044e+09 2.463166037150625288e+08 1.153634405136108398e+01
1.059663381256741519e-07 2.913539751227493286e+09 4.060681734986756444e+08 1.431773328781127930e+01
9.040707312720487712e-08 4.214054614689308643e+09 6.656156863491474390e+08 2.043584847450256348e+01
7.713240842326946073e-08 6.089583630071263313e+09 1.085023758176391602e+09 2.527825284004211426e+01
6.580689124625335241e-08 8.795814530388278961e+09 1.758994858383007050e+09 2.955969572067260742e+01
5.614432407882354312e-08 1.270368059070689201e+10 2.835777244017233372e+09 4.573068761825561523e+01
4.790053239974971806e-08 1.834926005400444794e+10 4.544770525565367699e+09 5.474869894981384277e+01
4.086719435713884283e-08 2.650852891676810837e+10 7.238107099176559448e+09 7.460848474502563477e+01
3.486657644399976943e-08 3.829795308608065033e+10 1.144894154752905083e+10 9.625551629066467285e+01
2.974704214587022236e-08 5.532096754815934753e+10 1.797605143398503494e+10 1.202234096527099609e+02
2.537922006335844409e-08 7.986598338046865845e+10 2.800013113878909683e+10 1.582423856258392334e+02
2.165273467748109494e-08 1.151825779935030975e+11 4.324560224012342072e+10 2.030398106575012207e+02
1.847341714374772475e-08 1.658597354733161316e+11 6.620217361922534943e+10 2.743941507339477539e+02
1.576092563133982606e-08 2.383433050018738098e+11 1.004271889535639191e+11 3.543928222656250000e+02
1.344671507299867058e-08 3.416454396933933105e+11 1.509587245612630005e+11 4.728957023620605469e+02
1.147230502089735800e-08 4.883121381354929810e+11 2.248778277943581238e+11 6.106423912048339844e+02
9.787801836954989738e-09 6.957567309083763428e+11 3.320813488758471069e+11 8.088146204948425293e+02
8.350637873120802572e-09 9.880819453611955566e+11 4.863374162953860474e+11 1.062934369087219238e+03
7.124495780524889293e-09 1.398586488161383057e+12 7.067364237247852783e+11 1.477655139446258545e+03
6.078390764626395741e-09 1.973207205035034912e+12 1.019683492986010742e+12 1.951532381772994995e+03
5.185887594809334772e-09 2.775251763431381348e+12 1.461638249961279541e+12 2.539925417423248291e+03
4.424432582140901115e-09 3.891889485756758301e+12 2.082872163614048584e+12 3.172760987281799316e+03
3.774783644270195576e-09 5.443111158827902344e+12 2.952657440302294434e+12 4.060406969785690308e+03
3.220524055121878787e-09 7.593948398954376953e+12 4.166339829151430664e+12 5.330576572418212891e+03
2.747647591766525195e-09 1.057143272445637109e+13 5.855161189981580078e+12 6.881735952615737915e+03
2.344204595066961230e-09 1.468762842292434570e+13 8.199589823654713867e+12 9.246808432340621948e+03
2.000000000000000538e-09 2.037157717573241406e+13 1.144781763192964453e+13 1.184607465267181396e+04
